time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,main_category,category_of_expenditure,early_years_establishments,primary_schools,secondary_schools,sen_and_special_schools,pupil_referral_units_and_alt_provision,post_16,gross_expenditure,income,net_expenditure,net_per_capita_expenditure,EES_order
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Wirral,344,E08000015,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,0,0,8024047,0,x,8024047,0,8024047,150,70
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Wirral,344,E08000015,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,200366,200366,0,200366,4,72
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Wirral,344,E08000015,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,133577,133577,0,133577,3,73
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.0.2 High needs place funding within Individual Schools Budget,261840,403167,24000,5838958,0,x,6527965,,6527965,216,2
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.1 Top-up funding – maintained schools,45045,5099068,955008,7171124,0,x,13270245,0,13270245,170,12
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,1443948,2719329,8200522,1957800,2094343,16415943,0,16415943,210,13
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,12106635,0,0,12106635,0,12106635,155,14
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.5 SEN support service,51949,53009,0,1861831,0,0,1966789,0,1966789,25,16
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.6 Hospital education services,x,x,x,35000,68400,x,103400,0,103400,1,17
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.7 Other alternative provision services,0,0,0,0,1652704,0,1652704,0,1652704,21,18
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.8 Support for inclusion,0,601336,309779,0,0,0,911114,0,911114,12,19
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.11 Direct payments (SEN and disability),0,107277,39365,0,0,0,146641,0,146641,2,22
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.2.13 Therapies and other health related services,0,93970,62647,0,0,0,156617,0,156617,2,24
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,476446,175512,300934,5,67
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,1279541,123228,1156313,21,68
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,25075,0,25075,0,69
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,107484,158667,240559,3951309,291742,x,4749761,206479,4543282,82,70
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,5119,655139,0,46064,706322,30705,675617,12,72
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bolton,350,E08000001,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,0,0,0,0,0,73
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.0.2 High needs place funding within Individual Schools Budget,72000,186000,0,2272500,1360000,x,3890500,,3890500,244,2
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.1 Top-up funding – maintained schools,6247,3810947,1253674,3950370,1434210,x,10455448,304640,10150808,212,12
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",49030,2496647,2320638,5996806,61290,18750,10943161,252018,10691143,224,13
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,160144,1248705,12041910,0,1934740,15385499,1600000,13785499,288,14
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.5 SEN support service,80397,619376,321088,24099,0,0,1044960,0,1044960,22,16
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.6 Hospital education services,x,x,x,199073,0,x,199073,0,199073,4,17
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.7 Other alternative provision services,0,80563,602355,0,0,290514,973432,0,973432,20,18
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.8 Support for inclusion,5350,270334,33766,1337,0,0,310787,0,310787,7,19
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.11 Direct payments (SEN and disability),0,52241,474870,0,0,97505,624616,0,624616,13,22
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.2.13 Therapies and other health related services,0,48679,6413,0,0,0,55092,0,55092,1,24
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,721191,131606,589585,19,67
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,1388381,221080,1167301,38,68
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,71937,28000,43937,1,69
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,425085,154577,3284748,0,x,3864410,119941,3744469,120,70
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,376462,0,0,376462,0,376462,12,72
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Bury,351,E08000002,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,0,0,0,0,0,73
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,811016,541852,16899089,1753348,x,20005305,,20005305,494,2
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.1 Top-up funding – maintained schools,0,14537880,7475263,18187295,2319253,x,42519691,0,42519691,289,12
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,275760,184240,9825810,0,0,10285810,0,10285810,70,13
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,140281,0,0,20102474,0,16207919,36450674,0,36450674,248,14
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,59409,0,x,x,x,59409,0,59409,0,15
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.5 SEN support service,0,2419987,1616830,3883674,26133,21363,7967987,0,7967987,54,16
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.6 Hospital education services,x,x,x,0,2754137,x,2754137,0,2754137,19,17
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.7 Other alternative provision services,0,0,0,0,0,0,0,0,0,0,18
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.8 Support for inclusion,239862,332386,222072,2982293,3590,2935,3783138,0,3783138,26,19
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,500000,0,0,500000,0,500000,3,22
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Schools,1.4.11 SEN transport,0,0,0,449061,50939,0,500000,0,500000,5,36
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,1473335,0,1473335,15,67
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,3163720,340846,2822874,30,68
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,324455,33,324422,3,69
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,1184266,2357744,652032,7509589,582896,x,12286527,1123084,11163442,117,70
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,3774663,292990,342650,4410302,403136,4007166,42,72
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Manchester,352,E08000003,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,1584615,122998,143845,1851458,170152,1681306,18,73
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Oldham,353,E08000004,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,72000,0,0,1482034,x,1554034,,1554034,71,2
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Oldham,353,E08000004,Schools,1.2.1 Top-up funding – maintained schools,73009,3310274,692482,0,964458,x,5040223,0,5040223,74,12
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Oldham,353,E08000004,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",41151,2364211,2189648,15693747,0,3751094,24039852,0,24039852,355,13
202324,Financial year,Local authority,England,E92000001,North West,E12000002,Oldham,353,E08000004,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,6560887,0,0,6560887,0,6560887,97,14
