EstablishmentName,SEN_Provision_List,HasSENProvision
Temple Hill Children's Centre,Not applicable,False
Temple Newsam and Colton Children's Centre,Not applicable,False
Temple Sutton Children's Centre,Not applicable,False
Ten1 Sydney House Family Hub,Not applicable,False
Ten2 St. James' Family Hub Delivery Site,Not applicable,False
Ten5 Rainbow Family Hub Delivery Site,Not applicable,False
Ten8/A Harwich Town Family Hub Delivery Site,Not applicable,False
Tennyson's Sure Start Children's Centre,Not applicable,False
Little Explorers Children's Centre,Not applicable,False
Tenterfields Children's Centre,Not applicable,False
Teyluva Children's Centre,Not applicable,False
Thames Children's Centre,Not applicable,False
The Ditton's Sure Start Children's Centre,Not applicable,False
Thameside Children's Centre P2-2,Not applicable,False
Thatto Heath Children's Centre,Not applicable,False
The Acorns Children's Centre,Not applicable,False
The Ambleside Centre,Not applicable,False
The Apple Trust,Not applicable,False
Flying Start South @ Yeovil Road,Not applicable,False
The Ark Family Hub,Not applicable,False
The Ark SSCC,Not applicable,False
The Arnold Centre,Not applicable,False
The Art Room Children's Centre,Not applicable,False
Happy Feet Children's Centre,Not applicable,False
The Avenue Children's Centre,Not applicable,False
The Avenues Children's Centre,Not applicable,False
The Balsam Children's Centre,Not applicable,False
The Bays Children's Centre,Not applicable,False
The Berries Children's Centre,Not applicable,False
The Bingley Children's Centre,Not applicable,False
The Brambles Children's Centre and Nursery School,Not applicable,False
Frome North,Not applicable,False
The Bridge Children's Centre,Not applicable,False
The Bridges and Pathways Children's Centre,Not applicable,False
The Brookfield Centre,Not applicable,False
The Buttercup Children's Centre,Not applicable,False
The Carnforth Hub,Not applicable,False
The Carroll Children's Centre,Not applicable,False
The Castle Children's Centre,Not applicable,False
The Chai Centre,Not applicable,False
The Children's Centre at Temple Mill,Not applicable,False
The Children's Village,Not applicable,False
Skerne Park Children's Centre,Not applicable,False
Flying Start West @ Leagrave,Not applicable,False
The Compass Children's Centre,Not applicable,False
The Corner House Children's Centre,Not applicable,False
The Cove Sure Start Children's Centre,Not applicable,False
The Crescent Children's Centre.(formerly Castlecroft Children's Centre),Not applicable,False
The Cygnets Children's Centre,Not applicable,False
The Dean's Children's Centre,Not applicable,False
The Dove Centre,Not applicable,False
The Eatons Child and Family Centre,Not applicable,False
The Edge Sure Start Children's Centre,Not applicable,False
Thurnscoe Family Centre,Not applicable,False
The Factory Children's Centre,Not applicable,False
The Family Tree Children's Centre (Leaves),Not applicable,False
The Family Tree Children's Centre (Branches),Not applicable,False
The Family Tree Library Children's Centre (Twigs),Not applicable,False
The Fields Child and Family Centre,Not applicable,False
Gateway Children's Centre,Not applicable,False
The Grange Children's Centre,Not applicable,False
The Grange Children's Centre,Not applicable,False
"The Grove Youth, Community & Children's Centre",Not applicable,False
The Harbour Children's Centre,Not applicable,False
The Haven Sure Start Children's Centre,Not applicable,False
The Hollies Children's Centre,Not applicable,False
The Ivers Family Centre,Not applicable,False
Frome South,Not applicable,False
Lark Family Hub,Not applicable,False
Biggleswade Children's Centre,Not applicable,False
The Lawns Nursery School and Children's Centre,Not applicable,False
The Lemon Tree Children's Centre,Not applicable,False
Langport Building,Not applicable,False
Leyfields Children's Centre,Not applicable,False
The Lighthouse,Not applicable,False
Falmouth & Penryn Children's Centre,Not applicable,False
The Limes Nursery School & Children's Centre,Not applicable,False
Mendip North East,Not applicable,False
The Link Children's Centre,Not applicable,False
The Lloyd Park Children Centre,Not applicable,False
The Maden Community & Children's Centre,Not applicable,False
The Marshes Children's Centre,Not applicable,False
The Meadow Children's Centre,Not applicable,False
The Meadow Family Hub Network Site,Not applicable,False
The Meadows Community Pre-school,Not applicable,False
Chilcompton Building,Not applicable,False
Horsham Family Hub (the Needles),Not applicable,False
The Oaks Family Hub,Not applicable,False
The Oaks Children's Centre,Not applicable,False
The Oasis Child and Family Centre,Not applicable,False
The Octagon Children's Centre,Not applicable,False
The Orchard Children's Centre,Not applicable,False
The Orchard Children's Centre,Not applicable,False
The Orchards Family Hub Site,Not applicable,False
Stonehouse The Park Children's Centre,Not applicable,False
The Parks Children's Centre,Not applicable,False
The Parks Children's Centre,Not applicable,False
The Patch and The Harbour Children's Centre,Not applicable,False
Phoenix Family Hub,Not applicable,False
The Phoenix Children and Young People's Centre,Not applicable,False
The Poplars Sure Start Children's Centre,Not applicable,False
The Poppy Children's Centre,Not applicable,False
The Pride SSCC,Not applicable,False
The Rainbow Centre,Not applicable,False
The Red Kite Children's Centre,Not applicable,False
The Red Oak Sure Start Children's Centre,Not applicable,False
Parkside Children's Centre (prev:The Ridgeway Park Children Centre),Not applicable,False
The RISE Children's Centre,Not applicable,False
The Robins Children's Centre,Not applicable,False
The Robins SSCC,Not applicable,False
Low Hill Nursery School & Children's Centre,Not applicable,False
The Rowans Children's Centre,Not applicable,False
The Samphire Children's Centre,Not applicable,False
The Saplings Children's Centre,Not applicable,False
The Spinney Sure Start Children's Centre,Not applicable,False
The Star Children's Centre,Not applicable,False
The Star Children's Centre (formerly Warstones Children's Centre),Not applicable,False
The Starlings Children's Centre,Not applicable,False
The Stokes Children's Centre,Not applicable,False
Kenyngton Manor Primary School & Sure Start Children's Centre,Not applicable,False
The Sunbeam Children's Centre,Not applicable,False
The Sure Start Children's Centre at Bentley West,Not applicable,False
The Sycamores Children's Centre,Not applicable,False
The TAB Children's Centre,Not applicable,False
The Tree House and Little Waves Children's Centre,Not applicable,False
Tree House Family Hub,Not applicable,False
Arun West Family Hub (Bersted),Not applicable,False
The Triangle Centre,Not applicable,False
Cheddar Building,Not applicable,False
The Village Children's Centre,Not applicable,False
The Waterside Children's Centre,Not applicable,False
The Weir Link Children's Centre,Not applicable,False
"The West End Gateway, The Nest and Hop-a-Long Children's Centre",Not applicable,False
The Willow Children's Centre,Not applicable,False
Willows Children's Centre,Not applicable,False
Willows Family Hub,Not applicable,False
The Windmill and Sails Children's Centre,Not applicable,False
The Windmill Children's Centre,Not applicable,False
Wooden House Family Hub,Not applicable,False
The Woodlands Children's Centre,Not applicable,False
Thirsk Children's Centre,Not applicable,False
Thomas Boughey Children's Centre,Not applicable,False
Thomas Fairchild Satellite Children's Centre,Not applicable,False
Thomas Wall Nursery Children's Centre (Sutton Central West),Not applicable,False
Thornbury Children's Centre,Not applicable,False
Thornhill Sure Start Childrens Centre,Not applicable,False
Thornton Children's Centre,Not applicable,False
Thornton Children's Centre,Not applicable,False
Thornton Heath Children's Centre,Not applicable,False
Thornton Primary School and Children's Centre,Not applicable,False
Thorntree Children's Centre,Not applicable,False
Thorpe Hesley Primary School,Not applicable,False
Thorplands Children's Centre,Not applicable,False
Thrapston Children's Centre,Not applicable,False
Three Rivers Sure Start Children's Centre,Not applicable,False
Three Trees Children's Centre,Not applicable,False
Thringstone Sure Start Children's Centre,Not applicable,False
Throston Primary School and Children's Centre,Not applicable,False
Thrybergh /Dalton Children's Centre,Not applicable,False
Thurcroft Children and Family Centre,Not applicable,False
Thurmaston Sure Start Children's Centre,Not applicable,False
Thurnby Lodge Sure Start Children's Centre,Not applicable,False
Tickford Meadow Children's Centre,Not applicable,False
Windmill Children's Centre,Not applicable,False
Tilbury Children's Centre P1-3,Not applicable,False
Tile Hill Children's Centre,Not applicable,False
Tinsley Green Children's Centre,Not applicable,False
Tintagel Children's Centre,Not applicable,False
Tipton Sure Start Children's Centre,Not applicable,False
Tisbury Children's Centre,Not applicable,False
TITCHFIELD Children's Centre,Not applicable,False
Houghton Regis Children's Centre,Not applicable,False
Tiverton Children's Centre Service (Wilcombe) 1,Not applicable,False
Tividale Sure Start Children's Centre,Not applicable,False
Todmorden Children's Centre,Not applicable,False
Tolworth Children's Centre,Not applicable,False
Tommies Children's Centre,Not applicable,False
Tonge Family Hub,Not applicable,False
Watcombe Children's Centre,Not applicable,False
Torquay Children's Centre,Not applicable,False
Totley Primary School and Children's Centre,Not applicable,False
Daisy Play Centre Totnes and District Children's Centre,Not applicable,False
Tottenhall Children's Centre,Not applicable,False
Towcester Children's Centre,Not applicable,False
The Daisy Children's Centre,Not applicable,False
Townhill Park and Harefield Sure Start Childrens Centre,Not applicable,False
Townsend Children's Centre,Not applicable,False
Tree House Children's Centre at Holmewood Nursery School,Not applicable,False
Tree Tops Children's Centre,Not applicable,False
Tree Tops and Hillside Children's Centre,Not applicable,False
Treetops Children's Centre,Not applicable,False
Treetops Children's Centre,Not applicable,False
Treloweth Children's Centre,Not applicable,False
TRENT VILLAGES NORTH Children's Centre,Not applicable,False
TRENT VILLAGES SOUTH Children's Centre,Not applicable,False
Hanford and Trentham Children's Centre,Not applicable,False
Treverbyn Children's Centre,Not applicable,False
Trinity 5 Rise Children's Centre,Not applicable,False
Trospacc Children's Centre,Not applicable,False
Trelander Community & Children's Centre,Not applicable,False
Tudhoe Moor Children's Centre,Not applicable,False
Tudor Way Children's Centre,Not applicable,False
Tuebrook & West Derby Children's Centre,Not applicable,False
Altmore Childrens Centre,Not applicable,False
Tunstall Children Centre,Not applicable,False
Tunstall Nursery School and Children Centre,Not applicable,False
Tweeddale Children's Centre,Not applicable,False
Wild Rose Children's Centre,Not applicable,False
Two Moors Children's Centre (Tiverton 2),Not applicable,False
